20,1200,1,1200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,pop1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1032","pop1","499","500","500","500","502","503","499","499","499","499","500","499","498","502","503","501","505","506","500","502","500","498","499","502","505","505","501","503","500","501","500","500","501","504","500","500","497","504","501","501"
"1033","pop1","499","501","499","499","502","502","500","499","497","497","500","499","500","499","503","501","504","501","497","495","500","498","499","502","505","505","501","501","502","503","499","498","500","503","499","497","502","497","497","498"
"1034","pop1","499","499","503","504","503","503","499","499","499","498","500","500","500","501","501","502","504","501","498","500","499","499","497","502","505","505","501","502","502","501","499","498","503","501","500","500","502","498","499","501"
"1035","pop1","498","498","499","499","502","500","500","500","498","498","500","499","500","500","503","502","502","502","498","500","499","500","497","499","503","503","501","503","502","503","499","498","501","501","500","500","502","502","501","501"
"1036","pop1","499","499","500","501","502","502","500","499","499","497","500","500","500","499","501","501","504","503","500","495","499","499","496","502","505","505","501","501","500","500","499","500","500","499","499","497","502","497","497","497"
"1037","pop1","498","498","500","501","501","503","499","498","499","499","500","499","500","499","502","498","504","505","500","501","500","497","497","498","505","503","501","502","502","500","500","500","503","502","500","500","497","498","499","501"
"1038","pop1","498","498","500","504","502","502","500","499","500","498","500","498","500","501","501","502","505","506","500","501","499","499","497","498","499","499","501","502","502","502","499","500","500","502","500","500","502","503","499","499"
"1039","pop1","501","500","499","499","502","503","499","502","500","498","500","499","500","501","503","503","504","502","500","501","499","500","497","499","505","505","501","501","500","500","500","498","500","499","501","500","497","504","500","500"
"1040","pop1","498","499","499","504","502","503","499","499","499","498","500","500","498","502","502","499","505","502","500","502","499","503","497","502","506","503","501","502","503","503","500","500","499","499","501","499","502","504","500","500"
"1041","pop1","498","499","501","503","502","501","499","498","499","498","499","499","500","498","502","499","504","502","498","500","499","500","499","499","505","503","501","501","502","501","499","500","499","499","497","497","497","497","500","501"
"1042","pop1","498","502","503","503","502","500","500","499","500","498","500","499","500","499","498","499","504","504","500","502","499","500","496","498","505","499","501","501","502","503","500","500","499","501","499","500","497","504","501","497"
"1043","pop1","499","501","499","499","502","503","500","499","499","498","500","499","500","499","503","501","506","501","500","501","499","500","499","502","505","504","502","503","502","500","500","498","503","502","499","498","502","497","501","501"
"1044","pop1","498","501","500","500","502","501","500","499","500","498","500","500","500","497","503","502","502","502","500","497","503","500","498","502","505","505","501","501","503","500","499","498","503","501","500","500","497","504","500","501"
"1045","pop1","498","498","500","499","502","501","500","499","499","498","500","499","500","501","502","499","502","502","500","501","499","499","497","498","505","504","501","500","502","500","499","500","503","501","499","500","502","504","500","501"
"1046","pop1","499","501","499","504","502","501","500","499","499","499","500","499","500","499","502","502","505","503","500","495","499","499","498","502","505","504","502","502","500","501","499","498","502","501","497","498","502","498","501","501"
"1047","pop1","498","500","501","502","502","502","499","502","499","498","500","498","500","498","502","498","505","501","502","502","499","499","497","499","506","503","502","500","500","500","499","501","499","501","499","500","502","502","501","497"
"1048","pop1","498","499","501","499","502","501","500","501","498","497","500","499","500","499","503","503","502","503","498","500","500","497","497","502","505","503","501","501","502","501","499","499","500","499","500","500","502","497","499","499"
"1049","pop1","501","497","503","499","502","501","499","499","500","499","500","500","500","501","503","502","504","502","500","501","499","499","498","502","504","503","501","501","500","500","498","498","499","499","500","500","497","504","497","497"
"1050","pop1","499","501","500","499","502","502","500","499","500","498","500","499","500","499","503","502","502","503","498","501","503","503","499","499","505","504","501","500","502","500","500","498","499","502","499","500","502","504","501","497"
"1051","pop1","498","499","500","504","502","502","499","499","499","499","500","500","500","501","502","498","504","505","498","500","499","499","496","500","505","505","501","503","502","500","499","498","500","503","500","500","502","497","499","499"
"1052","pop1","499","499","500","500","502","502","499","499","500","498","500","499","501","499","503","501","505","502","495","502","499","500","496","498","505","504","501","501","503","500","500","498","503","499","501","500","497","498","500","501"
"1053","pop1","501","501","500","503","502","502","499","499","500","498","500","499","500","499","502","498","504","501","500","495","499","500","499","500","506","505","502","502","500","501","500","498","503","499","500","498","498","504","501","498"
